Sim,Mean,std
0,clustering,0.087515280640043,1.276202457631922
0,fixe,0.5539067622378552,2.0216547200842907
1,clustering,0.008536234187057595,1.3383447288550359
1,fixe,0.2568806356715353,1.6821837634190444
2,clustering,-0.0912768588728478,1.29273551461014
2,fixe,0.38282006149065295,1.641108016124769
3,clustering,-0.04940778933941836,1.2711947144637261
3,fixe,0.21725463307996526,1.4720604282439813
4,clustering,-0.006302857546306033,1.4768174525595394
4,fixe,0.329164138194357,1.7456657865995602
5,clustering,-0.15036270632378798,1.4614639244039815
5,fixe,0.4572477213656108,1.8935672742059817
6,clustering,0.017658600794333717,1.2953959264088843
7,clustering,-0.03928537262227951,1.4143382047715332
6,fixe,0.41416520559464026,1.683856363995421
8,clustering,-0.12536211557285618,1.3339154243218814
7,fixe,0.4324069885131725,1.7444473411768169
9,clustering,-0.05545263368399667,1.3065846249865474
8,fixe,0.23527461370668742,1.633919162714608
0,clustering,0.17499144941107891,1.6480542042349307
9,fixe,0.376369634287905,1.4861280183781773
1,clustering,0.11236323421989142,1.2924569076827883
0,fixe,1.050565396480343,1.7259292966760824
2,clustering,0.32108710964674136,1.4513197219314937
1,fixe,0.6747570611961505,1.3706991155857788
3,clustering,0.07039670239746272,1.4159862886955292
2,fixe,0.7985759538343914,1.5777649513348244
4,clustering,0.0444801061425516,1.3565558408955978
5,clustering,0.17447602022548228,1.4655759589997606
3,fixe,0.6659803895711561,1.452205937065026
6,clustering,0.011999159255917899,1.3416577108727386
4,fixe,0.7330813166102729,1.433027627033012
7,clustering,0.11983539407228638,1.542720826779427
5,fixe,0.9855822900189289,1.7262614193028831
8,clustering,0.06212077433893556,1.423122608522306
6,fixe,0.8119308852657635,1.557836354991265
9,clustering,0.28351306259204473,1.6883100648132874
7,fixe,0.8517979503222887,1.5622716668653795
0,clustering,0.06295827536368803,1.1834896359046911
8,fixe,0.7457412846846926,1.5350364236682292
1,clustering,-0.028523862519654577,1.1880047918203633
2,clustering,-0.07173472087822996,1.212978687185446
9,fixe,0.8654586154733391,1.7373657334995687
3,clustering,0.012869668559149783,1.3159287189872406
0,fixe,-0.18671938147475653,1.2005854705768988
4,clustering,0.0062865060157447404,1.1176808125059936
1,fixe,-0.46928511010402846,1.4362405484669205
5,clustering,0.043024938098584035,1.0659806046609122
2,fixe,-0.3679844596170205,1.4628624828218177
6,clustering,-0.06266054606131206,1.097499066471411
3,fixe,-0.4748091520337314,1.660771532206865
7,clustering,0.011196591567597202,1.0698809112696792
4,fixe,-0.3639576279276775,1.4679017587453416
8,clustering,0.04826041900687269,1.1835214860717147
9,clustering,0.08093203257006608,1.156068179474315
5,fixe,-0.1586644089047211,1.1563484582996293
0,clustering,-0.09038569067275476,1.6200210531933312
6,fixe,-0.3902663018826796,1.3036199176563492
1,clustering,0.01857475068650673,1.6151854922633078
7,fixe,-0.2933107214612761,1.2283020677078884
2,clustering,-0.029615221623283186,1.4555846220036204
8,fixe,-0.4448638174587003,1.5298831264261838
3,clustering,0.10743561978767231,1.5735732216579104
9,fixe,-0.30598235686363723,1.511090696977577
4,clustering,-0.016360548415636056,1.3661590939065662
0,fixe,-0.08652535711774657,1.5076677916526529
5,clustering,-0.034207797259083295,1.4100649425475318
6,clustering,-0.03966050520945677,1.4913600447062032
1,fixe,-0.41691769630336384,1.6993168206077058
7,clustering,0.0051594533960381455,1.4068855798810709
2,fixe,-0.2723617488048264,1.6716905689214179
8,clustering,0.17650486328762724,1.3047570094893761
3,fixe,-0.34268640341547424,1.8571936819499166
9,clustering,0.22515866965502576,1.4408463892831058
4,fixe,-0.26763600146521144,1.5754456852125591
0,clustering,-0.12625708875134958,1.5122027216152332
5,fixe,-0.030323591383926485,1.7356079363463381
1,clustering,-0.08051319561976637,1.4167981921128856
6,fixe,-0.23015515909973372,1.7220834520945367
2,clustering,-0.31393431583206804,1.4984941853359428
3,clustering,-0.04863684452376941,1.4139091661659726
7,fixe,-0.2223330351936055,1.6588420531727754
4,clustering,0.015124149875418194,1.5089986965982312
8,fixe,-0.29009011226010756,1.6201977129148852
5,clustering,-0.20450588726620555,1.6612670401251852
9,fixe,-0.19262543540373447,1.8747561579111551
6,clustering,-0.019606014644050873,1.5093719801951526
0,fixe,-0.41841358273136314,1.735677653544034
7,clustering,-0.2770214467173859,1.558911659487742
1,fixe,-0.6670317895193842,1.7375572976150622
8,clustering,-0.13438362413801438,1.5470450926206358
2,fixe,-0.5336363255493878,1.5474323722100238
9,clustering,-0.1752027889965255,1.473915105670939
3,fixe,-0.6580003267561695,1.6766238353283827
0,clustering,-0.06040447468508656,0.885881050550348
4,fixe,-0.5298787643458335,1.68134190562972
1,clustering,-0.08635635486607436,0.8970063768549492
5,fixe,-0.4210670564595765,1.6721668251514452
2,clustering,-0.15385712590487335,1.0134003712479216
6,fixe,-0.4943320172973613,1.6989357027500949
3,clustering,-0.05611249103691418,1.0368145818397259
7,fixe,-0.4798750316513016,1.6337575000923044
4,clustering,0.02657064493222368,0.973703370220431
8,fixe,-0.6666356130853314,1.6164436889243619
5,clustering,-0.11522884090451409,0.9299857661076666
9,fixe,-0.5313863300266123,1.510994754759977
6,clustering,-0.038918001919525276,1.0049914019851467
0,fixe,-0.4955366573105024,1.0554273411653043
7,clustering,-0.11083536395899916,0.9111418861921364
8,clustering,-0.06222702752641549,0.8868998335191919
1,fixe,-0.7449762430535974,1.2573142311694276
9,clustering,-0.1408463923847717,0.7964266277492622
2,fixe,-0.6316112524111727,1.1164016581243368
0,clustering,0.03617121180223507,1.7509716217174676
3,fixe,-0.7467067715520731,1.3890212035040712
1,clustering,0.015198501697060348,1.7583268595718466
4,fixe,-0.6184481590805779,1.2410679636155832
2,clustering,0.276419261447156,1.9355004882019795
5,fixe,-0.4720495745644109,0.9231112467169881
3,clustering,-0.0384279113087157,1.8949396664585914
6,fixe,-0.6302925179668343,1.1154492212919833
4,clustering,0.031947064540675085,1.849208416496201
7,fixe,-0.5635976789937246,1.0077379263736614
5,clustering,0.02995888035044895,1.714039162676461
8,fixe,-0.7452537177685835,1.2513413118640335
6,clustering,-0.03380868290969965,1.7488017443081556
7,clustering,0.010458203058231938,1.6677035218246066
9,fixe,-0.602528602031107,1.098585509493357
8,clustering,0.021594922181497833,1.8142604858737015
0,fixe,0.3996456447115622,1.8578920996745936
9,clustering,0.04740668838799814,1.8040963154516627
1,fixe,0.10879647217618223,1.7762771901537677
0,clustering,-0.020442620112646897,1.5168417836037003
2,fixe,0.18983706827839675,1.9068611241400382
1,clustering,0.034027397081991706,1.613117366640856
3,fixe,0.0374944256419791,1.8836853564312916
2,clustering,0.19296025987601326,1.7805493192933126
4,fixe,0.1557265375575935,1.9234819258595395
3,clustering,-0.030249453068167103,1.728115812149437
5,fixe,0.3512774184787982,1.6821393115127983
4,clustering,0.04323783246438728,1.8045565559204022
6,fixe,0.13977540715998002,1.698759366682455
5,clustering,-0.025184500627483602,1.5503081324710486
7,fixe,0.27119966172005955,1.7080072414413958
6,clustering,-0.01329675541043305,1.6139154131504863
8,fixe,0.07232652368868224,1.955693641198706
7,clustering,0.28327368892635113,1.6535861538894838
9,fixe,0.23454162533584821,1.8242990440339384
8,clustering,-0.06299893090521326,1.599598793680357
0,fixe,0.7170984085567674,1.9001499317899448
9,clustering,0.05891639286567652,1.5846924883130136
0,clustering,0.289448008690508,1.7544571223605723
1,fixe,0.414811108948913,1.5810532527920405
1,clustering,0.1055384093747619,1.5842470642484512
2,fixe,0.5070972135571868,1.7175812782218327
2,clustering,0.24919536969834707,1.5090429958210356
3,fixe,0.33454766525925433,1.5564116604727884
3,clustering,0.12327497626850781,1.5955693200434127
4,fixe,0.4493345161322211,1.7732425783109216
4,clustering,-0.001637780397593593,1.4542221659119816
5,fixe,0.6212369447574305,1.6891438696660217
5,clustering,0.049015560945146565,1.550082019930405
6,fixe,0.48000115045163066,1.5565037774876722
6,clustering,-0.014726338239125225,1.5464996836368863
7,fixe,0.5779028671260151,1.619801460791626
7,clustering,0.21363761419346985,1.585329331493931
8,fixe,0.3677823032284697,1.740371201547789
8,clustering,0.20641375662352046,1.59649905888272
9,clustering,0.3960125507880175,1.7401077077116165
9,fixe,0.5286353025025853,1.5660856526147047
0,fixe,0.684318777047417,1.8752941930866478
0,clustering,0.03218748219782521,1.2311245510070012
1,clustering,0.058898359856618315,1.1899559470743908
1,fixe,0.302470325392946,1.7883225635880706
2,clustering,-0.07288371327063586,1.031841846737197
2,fixe,0.4471946414786745,1.893975509024196
3,clustering,0.03399367402632873,1.0005110139032336
3,fixe,0.3552807117178148,1.9149102668124334
4,clustering,0.009582645979527257,1.2435959878077034
4,fixe,0.4088898109977566,1.7106457186450987
5,clustering,0.07128476015769326,1.3124870734985252
5,fixe,0.6824110349618603,2.04803708080632
6,clustering,0.02827955785602142,1.0803787105736482
6,fixe,0.4877768641438219,1.9320317526042132
7,clustering,-0.04403297210354833,1.2919672509018074
8,clustering,0.07832825566744424,1.212999926783925
7,fixe,0.49205277434134304,1.9011007349055422
9,clustering,0.02580069797878824,1.2207401020605686
8,fixe,0.4396645465431867,1.814293679498364
9,fixe,0.5341324900770809,2.119242660926383
0,fixe,0.7782698767852638,1.9363444602266577
1,fixe,0.4364442945894327,1.5663219368579986
2,fixe,0.5871515846546793,1.5038761543464898
3,fixe,0.4447323960254364,1.3216558113249932
4,fixe,0.5263064771900048,1.4925165106820253
5,fixe,0.6958766546490129,1.93033235052519
6,fixe,0.6536164559388686,1.683929821487017
7,fixe,0.621973679054523,1.7443302356204646
8,fixe,0.48946651299348204,1.455469857671742
9,fixe,0.6018608812041549,1.5186593499995455
